ground_truth
"{'id': '56be4db0acb8001400a502ec', 'answers': {'text': ['Denver Broncos', 'Denver Broncos', 'Denver Broncos'], 'answer_start': [177, 177, 177]}}"
"{'id': '56dfb5777aa994140058e023', 'answers': {'text': ['installed electrical arc light based illumination systems designed by Tesla', 'installed electrical arc light based illumination systems', 'installed electrical arc light based illumination systems designed by Tesla and also had designs for dynamo electric machine commutators'], 'answer_start': [226, 226, 226]}}"
"{'id': '56dfb5777aa994140058e024', 'answers': {'text': ['patents', 'patents', 'patents'], 'answer_start': [374, 374, 374]}}"
"{'id': '56dfb5777aa994140058e025', 'answers': {'text': ['dynamo electric machine commutators', 'electrical arc light based illumination systems', 'electrical arc light based illumination systems'], 'answer_start': [327, 236, 236]}}"
"{'id': '56e0d6cf231d4119001ac420', 'answers': {'text': ['Robert Lane and Benjamin Vail', 'Robert Lane and Benjamin Vail', 'Robert Lane and Benjamin Vail'], 'answer_start': [77, 77, 77]}}"
"{'id': '56e0d6cf231d4119001ac421', 'answers': {'text': ['1886', 'in 1886', '1886'], 'answer_start': [71, 68, 71]}}"
"{'id': '56e0d6cf231d4119001ac422', 'answers': {'text': ['Tesla Electric Light & Manufacturing', 'Tesla Electric Light & Manufacturing', 'Tesla Electric Light & Manufacturing'], 'answer_start': [176, 176, 176]}}"
"{'id': '56e0d6cf231d4119001ac423', 'answers': {'text': ['installed electrical arc light based illumination systems', 'installed electrical arc light based illumination systems', 'installed electrical arc light based illumination systems designed by Tesla and also had designs for dynamo electric machine commutators'], 'answer_start': [226, 226, 226]}}"
"{'id': '56e0d6cf231d4119001ac424', 'answers': {'text': ['Tesla', 'Tesla', 'Tesla'], 'answer_start': [31, 296, 176]}}"
"{'id': '56dfb5f5231d4119001abcb5', 'answers': {'text': ['forced Tesla out', 'forced Tesla out', 'forced Tesla out leaving him penniless'], 'answer_start': [229, 229, 229]}}"
"{'id': '56dfb5f5231d4119001abcb6', 'answers': {'text': ['penniless', 'penniless', 'penniless'], 'answer_start': [258, 258, 258]}}"
"{'id': '56dfb5f5231d4119001abcb8', 'answers': {'text': ['ditch digger', 'ditch digger', 'ditch digger'], 'answer_start': [445, 445, 445]}}"
"{'id': '56dfb5f5231d4119001abcb9', 'answers': {'text': ['1886/1887', '1886/1887', '1886/1887'], 'answer_start': [505, 505, 505]}}"
"{'id': '56e0d76d231d4119001ac42b', 'answers': {'text': ['assigned them to the company in lieu of stock.', 'assigned them to the company', 'assigned them to the company in lieu of stock'], 'answer_start': [335, 335, 335]}}"
"{'id': '56e0d76d231d4119001ac42c', 'answers': {'text': ['ditch digger', 'ditch digger', 'ditch digger'], 'answer_start': [445, 445, 445]}}"
"{'id': '56e0d76d231d4119001ac42d', 'answers': {'text': ['various electrical repair jobs', 'various electrical repair jobs', 'He had to work at various electrical repair jobs'], 'answer_start': [400, 400, 382]}}"
"{'id': '56dfb666231d4119001abcc0', 'answers': {'text': ['a Western Union superintendent', 'a Western Union superintendent', 'a Western Union superintendent'], 'answer_start': [40, 40, 40]}}"
"{'id': '56dfb666231d4119001abcc1', 'answers': {'text': ['April 1887', 'in April 1887', 'April 1887'], 'answer_start': [334, 331, 334]}}"
"{'id': '56dfb666231d4119001abcc2', 'answers': {'text': ['⅓ to Tesla, ⅓ to Peck and Brown, and ⅓ to fund development', '⅓ to Tesla, ⅓ to Peck and Brown, and ⅓ to fund development', '⅓ to Tesla, ⅓ to Peck and Brown, and ⅓ to fund development'], 'answer_start': [447, 447, 447]}}"
"{'id': '56dfb666231d4119001abcc3', 'answers': {'text': ['Manhattan', 'at 89 Liberty Street', '89 Liberty Street in Manhattan'], 'answer_start': [566, 542, 545]}}"
"{'id': '56e0d810231d4119001ac432', 'answers': {'text': ['1886', 'late 1886', 'In late 1886'], 'answer_start': [8, 3, 0]}}"
"{'id': '56e0d810231d4119001ac433', 'answers': {'text': ['Western Union superintendent', 'Western Union superintendent', 'Western Union superintendent'], 'answer_start': [42, 42, 42]}}"
"{'id': '56e0d810231d4119001ac434', 'answers': {'text': ['Charles F. Peck', 'Charles F. Peck', 'New York attorney Charles F. Peck'], 'answer_start': [94, 94, 76]}}"
"{'id': '56e0d810231d4119001ac435', 'answers': {'text': ['89 Liberty Street in Manhattan', 'Manhattan', '89 Liberty Street in Manhattan'], 'answer_start': [545, 566, 545]}}"
"{'id': '56e0d810231d4119001ac436', 'answers': {'text': ['Tesla Electric Company', 'the Tesla Electric Company', 'Tesla Electric Company'], 'answer_start': [361, 357, 361]}}"
"{'id': '56dfb6d17aa994140058e053', 'answers': {'text': ['an induction motor', 'an induction motor', 'induction motor that ran on alternating current'], 'answer_start': [65, 65, 68]}}"
"{'id': '56dfb6d17aa994140058e054', 'answers': {'text': ['May 1888', 'in May 1888', 'May 1888'], 'answer_start': [464, 461, 464]}}"
"{'id': '56dfb6d17aa994140058e055', 'answers': {'text': ['a commutator', 'commutator', 'a commutator'], 'answer_start': [526, 528, 526]}}"
"{'id': '56dfb6d17aa994140058e056', 'answers': {'text': ['sparking', 'sparking and the high maintenance', 'sparking and the high maintenance of constantly servicing and replacing mechanical brushes'], 'answer_start': [554, 554, 554]}}"
"{'id': '56dfb6d17aa994140058e057', 'answers': {'text': ['self-starting', 'self-starting', 'induction'], 'answer_start': [487, 487, 68]}}"
"{'id': '56e0d9e0231d4119001ac43c', 'answers': {'text': ['1887', '1887', '1887'], 'answer_start': [56, 56, 56]}}"
"{'id': '56e0d9e0231d4119001ac43d', 'answers': {'text': ['because of its advantages in long-distance, high-voltage transmission', 'advantages in long-distance, high-voltage transmission', 'because of its advantages in long-distance, high-voltage transmission'], 'answer_start': [201, 216, 201]}}"
"{'id': '56e0d9e0231d4119001ac43e', 'answers': {'text': ['mechanical brushes', 'a commutator', 'mechanical brushes'], 'answer_start': [626, 526, 626]}}"
"{'id': '56e0d9e0231d4119001ac43f', 'answers': {'text': ['1888', 'in May 1888', '1888'], 'answer_start': [468, 461, 468]}}"
"{'id': '56e057e1231d4119001ac043', 'answers': {'text': ['editor of Electrical World magazine', 'the editor of Electrical World magazine', 'editor of Electrical World magazine'], 'answer_start': [13, 9, 13]}}"
"{'id': '56e057e1231d4119001ac044', 'answers': {'text': ['American Institute of Electrical Engineers', 'the American Institute of Electrical Engineers', 'American Institute of Electrical Engineers'], 'answer_start': [205, 201, 205]}}"
"{'id': '56e057e1231d4119001ac045', 'answers': {'text': ['1888', '1888', '1888'], 'answer_start': [3, 3, 3]}}"
"{'id': '56e057e1231d4119001ac046', 'answers': {'text': [""decided Tesla's patent would probably control the market"", ""decided Tesla's patent would probably control the market"", ""Tesla's patent would probably control the market""], 'answer_start': [692, 692, 700]}}"
"{'id': '56e057e1231d4119001ac047', 'answers': {'text': ['Thomas Commerford Martin', 'Thomas Commerford Martin', 'Thomas Commerford Martin'], 'answer_start': [50, 50, 50]}}"
"{'id': '56e0dbb57aa994140058e779', 'answers': {'text': ['Thomas Commerford Martin', 'Thomas Commerford Martin', 'Thomas Commerford Martin'], 'answer_start': [50, 50, 50]}}"
"{'id': '56e0dbb57aa994140058e77a', 'answers': {'text': ['George Westinghouse', 'George Westinghouse', 'George Westinghouse'], 'answer_start': [344, 344, 344]}}"
"{'id': '56e0dbb57aa994140058e77b', 'answers': {'text': ['Galileo Ferraris', 'Galileo Ferraris', 'the Italian physicist Galileo Ferraris'], 'answer_start': [670, 670, 648]}}"
"{'id': '56e0dbb57aa994140058e77c', 'answers': {'text': ['physicist', 'physicist', 'Italian physicist'], 'answer_start': [660, 660, 652]}}"
"{'id': '56e0dbb57aa994140058e77d', 'answers': {'text': ['Westinghouse Electric & Manufacturing Company', 'Westinghouse Electric & Manufacturing Company', 'Westinghouse Electric & Manufacturing Company'], 'answer_start': [286, 286, 286]}}"
"{'id': '56e05900231d4119001ac04d', 'answers': {'text': ['1888', '1888', '1888'], 'answer_start': [8, 8, 8]}}"
"{'id': '56e05900231d4119001ac04e', 'answers': {'text': ['$60,000 in cash and stock and a royalty of $2.50 per AC horsepower produced by each motor', '$60,000 in cash and stock and a royalty', '$60,000 in cash and stock and a royalty of $2.50 per AC horsepower produced by each motor'], 'answer_start': [148, 148, 148]}}"
"{'id': '56e05900231d4119001ac04f', 'answers': {'text': ['George Westinghouse', 'Westinghouse', 'George Westinghouse'], 'answer_start': [62, 239, 62]}}"
"{'id': '56e05900231d4119001ac051', 'answers': {'text': ['consultant', 'consultant', 'consultant'], 'answer_start': [357, 357, 357]}}"
"{'id': '56e0dc667aa994140058e783', 'answers': {'text': ['$60,000 in cash and stock and a royalty of $2.50 per AC horsepower produced by each motor', '$60,000 in cash and stock and a royalty', '$60,000 in cash and stock and a royalty of $2.50 per AC horsepower produced by each motor'], 'answer_start': [148, 148, 148]}}"
"{'id': '56e0dc667aa994140058e784', 'answers': {'text': ['1888', 'In July 1888,', 'July 1888'], 'answer_start': [8, 0, 3]}}"
"{'id': '56e0dc667aa994140058e785', 'answers': {'text': ['$2,000', '$2,000', '$2,000'], 'answer_start': [303, 303, 303]}}"
"{'id': '56e0dc667aa994140058e786', 'answers': {'text': ['Pittsburgh', 'Pittsburgh', 'Pittsburgh'], 'answer_start': [423, 423, 423]}}"
"{'id': '56e059c8231d4119001ac057', 'answers': {'text': ['Pittsburgh', 'Pittsburgh', 'Pittsburgh'], 'answer_start': [34, 34, 34]}}"
"{'id': '56e059c8231d4119001ac058', 'answers': {'text': [""system to power the city's streetcars"", 'alternating current system', ""an alternating current system to power the city's streetcars""], 'answer_start': [87, 67, 64]}}"
"{'id': '56e059c8231d4119001ac059', 'answers': {'text': ['60-cycle', '60', '60'], 'answer_start': [301, 301, 301]}}"
"{'id': '56e059c8231d4119001ac05a', 'answers': {'text': ['DC traction motor', 'a DC traction motor', 'DC traction motor'], 'answer_start': [548, 546, 548]}}"
"{'id': '56e0e518231d4119001ac444', 'answers': {'text': [""to power the city's streetcars."", ""the city's streetcars"", 'street cars'], 'answer_start': [94, 103, 513]}}"
"{'id': '56e0e518231d4119001ac445', 'answers': {'text': ['a DC traction motor', 'a DC traction motor', 'DC traction motor'], 'answer_start': [546, 546, 548]}}"
"{'id': '56e05a78231d4119001ac062', 'answers': {'text': ['Thomas Edison and George Westinghouse', 'Thomas Edison and George Westinghouse', 'Thomas Edison and George Westinghouse'], 'answer_start': [238, 238, 238]}}"
"{'id': '56e05a78231d4119001ac063', 'answers': {'text': ['lighting systems', 'electrical distribution', 'a competition between rival lighting systems'], 'answer_start': [447, 187, 419]}}"
"{'id': '56e05a78231d4119001ac064', 'answers': {'text': ['AC development', 'AC development', 'AC development'], 'answer_start': [1033, 1033, 1033]}}"
"{'id': '56e05a78231d4119001ac065', 'answers': {'text': ['General Electric', 'General Electric', 'General Electric'], 'answer_start': [1172, 1172, 1172]}}"
"{'id': '56e0e5f37aa994140058e78b', 'answers': {'text': ['AC', 'AC', 'AC'], 'answer_start': [139, 1210, 139]}}"
"{'id': '56e0e5f37aa994140058e78c', 'answers': {'text': ['Thomas Edison', 'Thomas Edison', 'Thomas Edison'], 'answer_start': [238, 1068, 238]}}"
"{'id': '56e0e5f37aa994140058e78d', 'answers': {'text': ['1888', '1888', '1888'], 'answer_start': [108, 393, 393]}}"
"{'id': '56e0e5f37aa994140058e78e', 'answers': {'text': ['financial strain', 'financial strain', 'the financial strain of buying up patents and hiring the engineers needed to build'], 'answer_start': [823, 823, 819]}}"
"{'id': '56e0e5f37aa994140058e78f', 'answers': {'text': ['General Electric', 'General Electric', 'General Electric'], 'answer_start': [1172, 1172, 1172]}}"
"{'id': '56e07c86231d4119001ac1cd', 'answers': {'text': ['George Westinghouse', 'George Westinghouse', 'George Westinghouse'], 'answer_start': [9, 9, 9]}}"
"{'id': '56e07c86231d4119001ac1ce', 'answers': {'text': ['Chicago', 'Chicago', 'Chicago'], 'answer_start': [91, 91, 91]}}"
"{'id': '56e07c86231d4119001ac1cf', 'answers': {'text': ['General Electric', 'General Electric', 'General Electric'], 'answer_start': [139, 139, 139]}}"
"{'id': '56e07c86231d4119001ac1d0', 'answers': {'text': ['Tesla Polyphase System', 'Tesla Polyphase System'], 'answer_start': [494, 494]}}"
"{'id': '56e07c86231d4119001ac1d1', 'answers': {'text': ['Tesla Polyphase System', 'electrical effects'], 'answer_start': [494, 550]}}"
"{'id': '56e0ecd37aa994140058e7d5', 'answers': {'text': ['George Westinghouse', 'George Westinghouse', 'George Westinghouse'], 'answer_start': [9, 9, 9]}}"
"{'id': '56e0ecd37aa994140058e7d6', 'answers': {'text': ['Chicago', 'Chicago', 'Chicago'], 'answer_start': [91, 91, 91]}}"
"{'id': '56e0ecd37aa994140058e7d7', 'answers': {'text': ['1893', '1893', '1893'], 'answer_start': [3, 54, 3]}}"
"{'id': '56e0ecd37aa994140058e7d8', 'answers': {'text': ['AC power', 'alternating current', 'AC power'], 'answer_start': [282, 104, 282]}}"
"{'id': '56e0812c231d4119001ac213', 'answers': {'text': ['Richard Dean Adams', 'Richard Dean Adams', 'Richard Dean Adams'], 'answer_start': [8, 8, 8]}}"
"{'id': '56e0812c231d4119001ac214', 'answers': {'text': ['Niagara Falls', 'Niagara Falls', 'Niagara Falls'], 'answer_start': [46, 46, 46]}}"
"{'id': '56e0812c231d4119001ac215', 'answers': {'text': ['Westinghouse Electric', 'Westinghouse Electric', 'Westinghouse Electric'], 'answer_start': [955, 955, 955]}}"
"{'id': '56e0812c231d4119001ac216', 'answers': {'text': ['General Electric', 'General Electric', 'Westinghouse Electric'], 'answer_start': [1048, 1048, 955]}}"
"{'id': '56e0812c231d4119001ac217', 'answers': {'text': ['a two-phased system', 'a two-phased system', 'two-phased system'], 'answer_start': [580, 580, 582]}}"
"{'id': '56e0ee12231d4119001ac459', 'answers': {'text': ['Richard Dean Adams', 'Richard Dean Adams'], 'answer_start': [8, 8]}}"
"{'id': '56e0ee12231d4119001ac45a', 'answers': {'text': ['1893', 'In 1893', '1893'], 'answer_start': [3, 0, 3]}}"
"{'id': '56e0ee12231d4119001ac45b', 'answers': {'text': ['two-phased system', 'a two-phased system', 'two-phased system'], 'answer_start': [582, 580, 582]}}"
"{'id': '56e0ee12231d4119001ac45c', 'answers': {'text': ['most reliable', 'most reliable', 'would be the most reliable and that there was a Westinghouse system to light incandescent bulbs using two-phase alternating current'], 'answer_start': [613, 613, 600]}}"
"{'id': '56e089ab231d4119001ac285', 'answers': {'text': ['1896', '1896', '1896'], 'answer_start': [240, 240, 240]}}"
"{'id': '56e089ab231d4119001ac287', 'answers': {'text': ['$216,000', '$216,000', 'a lump sum payment of $216,000'], 'answer_start': [1032, 1032, 1010]}}"
"{'id': '56e089ab231d4119001ac288', 'answers': {'text': ['$2.50 per AC horsepower royalty', '$2.50 per AC horsepower', '$2.50 per AC horsepower'], 'answer_start': [1183, 1183, 1183]}}"
"{'id': '56e089ab231d4119001ac289', 'answers': {'text': ['$200,000', 'estimated $200,000', 'an estimated $200,000'], 'answer_start': [502, 492, 489]}}"
"{'id': '56e0ef0c231d4119001ac462', 'answers': {'text': ['J. P. Morgan', 'J. P. Morgan', 'financier J. P. Morgan'], 'answer_start': [73, 73, 63]}}"
"{'id': '56e0ef0c231d4119001ac463', 'answers': {'text': ['an estimated $200,000', 'estimated $200,000', 'an estimated $200,000 in licenses and royalties'], 'answer_start': [489, 492, 489]}}"
"{'id': '56e0ef0c231d4119001ac464', 'answers': {'text': ['$216,000', '$216,000', 'a lump sum payment of $216,000'], 'answer_start': [1032, 1032, 1010]}}"
"{'id': '56e08a1f7aa994140058e5da', 'answers': {'text': ['35', '35', '35'], 'answer_start': [31, 31, 31]}}"
"{'id': '56e08a1f7aa994140058e5db', 'answers': {'text': ['New York', 'South Fifth Avenue', 'South Fifth Avenue'], 'answer_start': [189, 112, 112]}}"
"{'id': '56e08a1f7aa994140058e5dc', 'answers': {'text': ['electric lamps', 'electric lamps wirelessly', 'electric lamps'], 'answer_start': [206, 206, 206]}}"
"{'id': '56e08a1f7aa994140058e5dd', 'answers': {'text': ['Tesla coil', 'the Tesla coil', 'Tesla coil'], 'answer_start': [345, 341, 345]}}"
"{'id': '56e0ef90231d4119001ac468', 'answers': {'text': ['1891', 'On 30 July 1891', '30 July 1891'], 'answer_start': [11, 0, 3]}}"
"{'id': '56e0ef90231d4119001ac469', 'answers': {'text': ['the Tesla coil.', 'the Tesla coil', 'Tesla coil'], 'answer_start': [341, 341, 345]}}"
"{'id': '56e0ef90231d4119001ac46a', 'answers': {'text': ['35', '35', '35'], 'answer_start': [31, 31, 31]}}"
"{'id': '56e0ef90231d4119001ac46b', 'answers': {'text': ['wireless', 'wireless', 'wireless'], 'answer_start': [221, 282, 282]}}"
"{'id': '56e08aa0231d4119001ac299', 'answers': {'text': ['American Institute of Electrical Engineers', 'the American Institute of Electrical Engineers', 'American Institute of Electrical Engineers'], 'answer_start': [40, 36, 40]}}"
"{'id': '56e08aa0231d4119001ac29a', 'answers': {'text': ['American Institute of Electrical Engineers', 'the American Institute of Electrical Engineers', 'American Institute of Electrical Engineers'], 'answer_start': [40, 36, 40]}}"
"{'id': '56e08aa0231d4119001ac29d', 'answers': {'text': ['1894', '1894', '1894'], 'answer_start': [182, 182, 182]}}"
"{'id': '56e0f019231d4119001ac470', 'answers': {'text': ['vice president', 'vice president', 'vice president'], 'answer_start': [18, 18, 18]}}"
"{'id': '56e0f019231d4119001ac471', 'answers': {'text': ['1892 to 1894', 'from 1892 to 1894', 'from 1892 to 1894'], 'answer_start': [174, 169, 169]}}"
"{'id': '56e0f019231d4119001ac472', 'answers': {'text': ['the Institute of Radio Engineers', 'the Institute of Radio Engineers', 'Institute of Radio Engineers'], 'answer_start': [111, 111, 115]}}"
"{'id': '56e08b3c231d4119001ac2a4', 'answers': {'text': ['he had noticed damaged film in his laboratory in previous experiments', 'he had noticed damaged film in his laboratory', 'after he had noticed damaged film in his laboratory in previous experiments'], 'answer_start': [109, 109, 103]}}"
"{'id': '56e08b3c231d4119001ac2a5', 'answers': {'text': ['5th Avenue laboratory fire of March 1895', 'fire', 'fire'], 'answer_start': [477, 499, 499]}}"
"{'id': '56e08b3c231d4119001ac2a6', 'answers': {'text': ['December 1895', 'December 1895', 'December 1895'], 'answer_start': [716, 716, 716]}}"
"{'id': '56e08b3c231d4119001ac2a7', 'answers': {'text': ['the metal locking screw on the camera lens', 'the metal locking screw', 'the metal locking screw on the camera lens'], 'answer_start': [921, 921, 921]}}"
"{'id': '56e0f32d231d4119001ac4c8', 'answers': {'text': ['1894', '1894', '1894'], 'answer_start': [12, 12, 12]}}"
